id,type_id,action_id,scene_id,target_objs_id,target_actions,meaning,language_words_op,language_words_ad,gesture_words_ad,g_pointing_obj_probs
01-04-16-1_0,1,0,01-04,['01-04-03-sph-g-03'],['not_applicable'],push green small sphere,"[['green', 'small', 'sphere']]",[['move']],[['g0']],"[[0.045557642529600956, 0.021078760234219646, 0.7261275438652611, 1.0, 0.026531569043071964, 0.12665012462805053, 0.009310864747117354, 0.0105435369246881, 0.021560788964106882, 0.012639169063883425]]"
01-04-17-2_0,2,0,01-04,['01-04-03-sph-g-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.09182178669701015, 0.039888470474246804, 0.5272678548594002, 1.0, 0.05129409056107914, 0.18717014729439302, 0.017094194158776707, 0.019249510184569194, 0.04252128082974785, 0.02369266494077693]]"
01-04-18-3_0,3,0,01-04,['01-04-03-sph-g-03'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[0.17502484262618972, 0.08073554581544236, 1.0, 1.0, 0.10211969614149646, 0.43590729831889075, 0.0359800879793533, 0.04084729748347208, 0.08088179699431548, 0.04850343464083996]]"
01-04-19-4_0,4,0,01-04,['01-04-03-sph-g-03'],['not_applicable'],push green small solid,"[['green', 'small', 'solid']]",[['move']],[['g0']],"[[0.037347209687227524, 0.01828466375782705, 0.7306850877192547, 1.0, 0.022479348139024184, 0.1442207896832809, 0.008249907438164982, 0.009374077201882157, 0.0183166923654865, 0.011042224007852187]]"
01-04-20-0_0,0,0,01-04,['01-04-04-sph-g-03'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[1.0, 0.3223441468994288, 0.07721864297916482, 0.08081014686805164, 1.0, 0.0491131070904595, 0.05951975974168153, 0.0621919221340654, 0.22406156952851336, 0.12474070475863502]]"
01-04-21-1_0,1,0,01-04,['01-04-04-sph-g-03'],['not_applicable'],push green small sphere,"[['green', 'small', 'sphere']]",[['move']],[['g0']],"[[1.0, 0.32485648314859505, 0.08049079292324449, 0.08300021818632859, 1.0, 0.0506390545778684, 0.06652622061429408, 0.07019585884040772, 0.19299633322729187, 0.13129503848196974]]"
01-04-22-2_0,2,0,01-04,['01-04-04-sph-g-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[1.0, 0.2872613550512606, 0.09593947644484849, 0.0985374871861469, 1.0, 0.05849720446207167, 0.06761133804121269, 0.07235191937629935, 0.19417719955693397, 0.12562401988122632]]"
01-04-23-3_0,3,0,01-04,['01-04-04-sph-g-03'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[1.0, 0.28124745060402767, 0.09833091309036864, 0.10118887830681277, 1.0, 0.05970545586825781, 0.06668019624881169, 0.07137883876324662, 0.19766403774450092, 0.12380422937397392]]"
01-04-24-4_0,4,0,01-04,['01-04-04-sph-g-03'],['not_applicable'],push green small solid,"[['green', 'small', 'solid']]",[['move']],[['g0']],"[[1.0, 0.273534944207228, 0.10169739933954253, 0.10482230308206629, 1.0, 0.06136729070610493, 0.06588106089609562, 0.07060523922743725, 0.2003775061280153, 0.12171425641351001]]"
01-04-25-0_0,0,0,01-04,['01-04-05-sph-g-03'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[0.07884967050228392, 0.047327436090531916, 0.17959315653617916, 0.5164080420167825, 0.05163525580298663, 1.0, 0.02180115966131112, 0.024659207656765172, 0.050727789307002835, 0.02899828242615671]]"
01-04-26-1_0,1,0,01-04,['01-04-05-sph-g-03'],['not_applicable'],push green small sphere,"[['green', 'small', 'sphere']]",[['move']],[['g0']],"[[0.08712856099423609, 0.05297678246840224, 0.1862228594039539, 0.4746514439765923, 0.05728232154664619, 1.0, 0.0244166286813062, 0.02760175505667766, 0.05723225392347471, 0.032487393948710724]]"
01-04-27-2_0,2,0,01-04,['01-04-05-sph-g-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.0744742677132456, 0.04423079530995774, 0.17133980541710175, 0.5435573069922975, 0.048489231403647866, 1.0, 0.020271497520498127, 0.022911734017498273, 0.04767033446392294, 0.027055027161830152]]"
01-04-28-3_0,3,0,01-04,['01-04-05-sph-g-03'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[0.10522451737137571, 0.06647386086327128, 0.19201347067938382, 0.3866376508234113, 0.06998065075977307, 1.0, 0.03072996687951525, 0.03469127207950428, 0.07336505318646062, 0.04088355735730472]]"
01-04-29-4_0,4,0,01-04,['01-04-05-sph-g-03'],['not_applicable'],push green small solid,"[['green', 'small', 'solid']]",[['move']],[['g0']],"[[0.10351737291746141, 0.06485332406798792, 0.1903898731167332, 0.39743178646603244, 0.06854712407884689, 1.0, 0.029860237838109652, 0.033690530380991957, 0.07187753737546028, 0.039832213758376284]]"
01-04-30-0_0,0,0,01-04,['01-04-06-cyl-y-03'],['push'],push yellow cylinder,"[['yellow', 'cylinder']]",[['move']],[['g0']],"[[0.4790413460251715, 0.023405784316828396, 0.005508790575836725, 0.005693542011060876, 0.010442742575658007, 0.004131324489231082, 1.0, 0.44323231875958, 0.01228021720753188, 0.01626393403910148]]"
01-04-31-1_0,1,0,01-04,['01-04-06-cyl-y-03'],['push'],push yellow small cylinder,"[['yellow', 'small', 'cylinder']]",[['move']],[['g0']],"[[0.6576468573215306, 0.10066979809620914, 0.025196819869931338, 0.02604969322285382, 0.04636420700214974, 0.018988437883696762, 1.0, 1.0, 0.05472594476715022, 0.07035824183647839]]"
01-04-32-2_0,2,0,01-04,['01-04-06-cyl-y-03'],['push'],push cylinder,[['cylinder']],[['move']],[['g0']],"[[1.0, 0.08734395254768901, 0.01973166217813387, 0.020380046961372047, 0.038295174505011666, 0.014730401363916297, 1.0, 0.7148077734097761, 0.04445408416149227, 0.06025690487260889]]"
01-04-33-3_0,3,0,01-04,['01-04-06-cyl-y-03'],['push'],push yellow solid,"[['yellow', 'solid']]",[['move']],[['g0']],"[[0.7622422593377448, 0.012752021529770216, 0.002980108127198209, 0.003078276309985078, 0.005692310453453857, 0.0022300363605102015, 1.0, 0.19557628112839331, 0.0066177809762345535, 0.00883092577670977]]"
01-04-34-4_0,4,0,01-04,['01-04-06-cyl-y-03'],['push'],push yellow small solid,"[['yellow', 'small', 'solid']]",[['move']],[['g0']],"[[0.5310807592589437, 0.015744262090935216, 0.003746604838132993, 0.003868180683953092, 0.007123729871218851, 0.002802803613407893, 1.0, 0.4165345958945542, 0.008202608606851944, 0.01089645514200202]]"
01-04-35-0_0,0,0,01-04,['01-04-07-cyl-y-10'],['push'],push yellow cylinder,"[['yellow', 'cylinder']]",[['move']],[['g0']],"[[0.2462919347650431, 0.13160347867567762, 0.05925472610332693, 0.06023599504533314, 0.08716896563372109, 0.044673915840562614, 0.20092902316000705, 1.0, 0.078990299950233, 0.09085166082609554]]"
01-04-36-1_0,1,0,01-04,['01-04-07-cyl-y-10'],['push'],push yellow big cylinder,"[['yellow', 'big', 'cylinder']]",[['move']],[['g0']],"[[0.2350804694371421, 0.13511296696946667, 0.06609229847833847, 0.06696755879500374, 0.09349213322685995, 0.049806352528170346, 0.1785710441784385, 1.0, 0.08177983739261423, 0.09309733899396597]]"
01-04-37-2_0,2,0,01-04,['01-04-07-cyl-y-10'],['push'],push cylinder,[['cylinder']],[['move']],[['g0']],"[[0.24192688623826708, 0.13332817230404787, 0.062415970258884464, 0.06334284169022766, 0.09023866352046339, 0.04702290334842327, 0.1895112268106467, 1.0, 0.08027781346158738, 0.09193552236745224]]"
01-04-38-3_0,3,0,01-04,['01-04-07-cyl-y-10'],['push'],push yellow solid,"[['yellow', 'solid']]",[['move']],[['g0']],"[[0.23257285464556046, 0.1331140763328416, 0.05777418979384166, 0.05903052341971007, 0.08498733220005754, 0.0440465281713084, 0.21459386027378283, 1.0, 0.0813675047639917, 0.09251313039890582]]"
01-04-39-4_0,4,0,01-04,['01-04-07-cyl-y-10'],['push'],push yellow big solid,"[['yellow', 'big', 'solid']]",[['move']],[['g0']],"[[0.2433613684877563, 0.13350999219784065, 0.06412421671665791, 0.06494184473698916, 0.09200797516505207, 0.048149055004090696, 0.18184576450652407, 1.0, 0.08019893772245487, 0.09186084546263422]]"
01-04-40-0_0,0,0,01-04,['01-04-08-cyl-y-10'],['push'],push yellow cylinder,"[['yellow', 'cylinder']]",[['move']],[['g0']],"[[0.3063493725082769, 0.22111955902310138, 0.052616311705208155, 0.06051063004525546, 0.08857505087313126, 0.046789585473138565, 0.052466607699218876, 0.05311757636924157, 1.0, 0.11845530630342775]]"
01-04-41-1_0,1,0,01-04,['01-04-08-cyl-y-10'],['push'],push yellow big cylinder,"[['yellow', 'big', 'cylinder']]",[['move']],[['g0']],"[[0.5149269346968688, 0.19189583375251712, 0.030139165191917422, 0.034582087172444854, 0.060565746784432564, 0.02566568942906514, 0.029587850433800474, 0.02935594472613567, 1.0, 0.08328074781281793]]"
01-04-42-2_0,2,0,01-04,['01-04-08-cyl-y-10'],['push'],push cylinder,[['cylinder']],[['move']],[['g0']],"[[0.3511592271951972, 0.2304403514742254, 0.0436700965620894, 0.04991843962197397, 0.07880099993890134, 0.03800562867973424, 0.045959444247577336, 0.04591370776252275, 1.0, 0.11613210451777828]]"
01-04-43-3_0,3,0,01-04,['01-04-08-cyl-y-10'],['push'],push yellow solid,"[['yellow', 'solid']]",[['move']],[['g0']],"[[0.35017429165168334, 0.21826258455228237, 0.04767461901441046, 0.054986016500938116, 0.08445786065679461, 0.04194091788187789, 0.04593040772571891, 0.04623533105017663, 1.0, 0.11033797096611764]]"
01-04-44-4_0,4,0,01-04,['01-04-08-cyl-y-10'],['push'],push yellow big solid,"[['yellow', 'big', 'solid']]",[['move']],[['g0']],"[[0.31247024543404806, 0.21402996772041738, 0.05444033175318857, 0.06303383669644287, 0.09116364494129993, 0.04871877282162965, 0.050944842804243315, 0.05174004777210419, 1.0, 0.11345831005662595]]"
01-04-45-0_0,0,0,01-04,['01-04-09-sph-y-03'],['not_applicable'],push yellow sphere,"[['yellow', 'sphere']]",[['move']],[['g0']],"[[1.0, 1.0, 0.10243183914662743, 0.11008702615644914, 0.2825716803360131, 0.0781416707550795, 0.23233333604368012, 0.19443444756215075, 1.0, 1.0]]"
01-04-46-1_0,1,0,01-04,['01-04-09-sph-y-03'],['not_applicable'],push yellow small sphere,"[['yellow', 'small', 'sphere']]",[['move']],[['g0']],"[[1.0, 1.0, 0.1025021137240943, 0.11013980283854145, 0.28681289988583697, 0.07805109964676851, 0.22974521245666069, 0.19274887144809807, 1.0, 1.0]]"
01-04-47-2_0,2,0,01-04,['01-04-09-sph-y-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[1.0, 1.0, 0.10304786782230853, 0.11090833837303549, 0.2749615844978711, 0.07905761454514564, 0.23516997155113642, 0.19685462321050287, 1.0, 1.0]]"
01-04-48-3_0,3,0,01-04,['01-04-09-sph-y-03'],['not_applicable'],push yellow solid,"[['yellow', 'solid']]",[['move']],[['g0']],"[[1.0, 1.0, 0.10511982918066012, 0.11351943922609566, 0.26650967572635464, 0.08149529004384519, 0.23480502104486117, 0.19855074477818324, 1.0, 1.0]]"
01-04-49-4_0,4,0,01-04,['01-04-09-sph-y-03'],['not_applicable'],push yellow small solid,"[['yellow', 'small', 'solid']]",[['move']],[['g0']],"[[1.0, 1.0, 0.10236362365908164, 0.10997104759349963, 0.28654035211756285, 0.07792396704551258, 0.23022160646125972, 0.1929794031230836, 1.0, 1.0]]"
01-05-0-0_0,0,0,01-05,['01-05-00-sph-y-03'],['not_applicable'],push yellow sphere,"[['yellow', 'sphere']]",[['move']],[['g0']],"[[1.0, 0.02636728637186236, 0.03959152224088217, 0.32596691990911597, 0.39673091688597384, 0.033432303521835995, 0.04464763076929929, 0.11002080470025075, 1.0, 0.023242615600779736]]"
01-05-1-1_0,1,0,01-05,['01-05-00-sph-y-03'],['not_applicable'],push yellow small sphere,"[['yellow', 'small', 'sphere']]",[['move']],[['g0']],"[[1.0, 0.02728554467551842, 0.04118624862026412, 0.3451149118951284, 0.3677910498478288, 0.03467305972864306, 0.045398264393166486, 0.1144440880460482, 1.0, 0.024106832793402484]]"
01-05-2-2_0,2,0,01-05,['01-05-00-sph-y-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[1.0, 0.023934157183810204, 0.036222631431799907, 0.3658721762162712, 0.3788130984241205, 0.030489096937706073, 0.03990514358933111, 0.10368451596620107, 1.0, 0.021079180250760006]]"
01-05-3-3_0,3,0,01-05,['01-05-00-sph-y-03'],['not_applicable'],push yellow solid,"[['yellow', 'solid']]",[['move']],[['g0']],"[[1.0, 0.024024735562993314, 0.035809922624985724, 0.29283018159427116, 0.4540316468258583, 0.030375450427519584, 0.04178658887663688, 0.10004717696497822, 1.0, 0.021094297122756806]]"
01-05-4-4_0,4,0,01-05,['01-05-00-sph-y-03'],['not_applicable'],push yellow small solid,"[['yellow', 'small', 'solid']]",[['move']],[['g0']],"[[1.0, 0.017325311766163323, 0.026330773758858065, 0.40612349742454856, 0.403898486935243, 0.022169218499095464, 0.028899661468967185, 0.08008946144310874, 1.0, 0.015163588704015619]]"
01-05-5-0_0,0,0,01-05,['01-05-01-sph-y-03'],['not_applicable'],push yellow sphere,"[['yellow', 'sphere']]",[['move']],[['g0']],"[[0.030577894331452877, 1.0, 0.07759031942538004, 0.03837726880378867, 0.05390754729734452, 0.14940754333206951, 0.026777876005047104, 0.4162530926096686, 0.04883906506062708, 0.15826939313462166]]"
01-05-6-1_0,1,0,01-05,['01-05-01-sph-y-03'],['not_applicable'],push yellow small sphere,"[['yellow', 'small', 'sphere']]",[['move']],[['g0']],"[[0.023570357438499338, 1.0, 0.06478016772375991, 0.029796265458061067, 0.04101903131098195, 0.13756511401166227, 0.020188223014043032, 0.4900293807964154, 0.037469259322372, 0.15558220092420505]]"
01-05-7-2_0,2,0,01-05,['01-05-01-sph-y-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.028978255704433655, 1.0, 0.07514017559491282, 0.03642686833472405, 0.050791260024834646, 0.14804895279294825, 0.025212565402400706, 0.4268462267653585, 0.04620076848197284, 0.1623549268984145]]"
01-05-8-3_0,3,0,01-05,['01-05-01-sph-y-03'],['not_applicable'],push yellow solid,"[['yellow', 'solid']]",[['move']],[['g0']],"[[0.025547006773437915, 1.0, 0.06910585919062139, 0.03222423219247903, 0.04439367785927569, 0.14300569134873675, 0.021962161648198694, 0.4569732388840876, 0.04061547486480644, 0.1661726572383566]]"
01-05-9-4_0,4,0,01-05,['01-05-01-sph-y-03'],['not_applicable'],push yellow small solid,"[['yellow', 'small', 'solid']]",[['move']],[['g0']],"[[0.029387459198194285, 1.0, 0.07547228716887283, 0.03693673121390398, 0.05178708467982627, 0.14759307998544274, 0.02565125349736188, 0.4304839242712344, 0.046917230318595196, 0.15577094966656851]]"
01-05-10-0_0,0,0,01-05,['01-05-02-cyl-y-03'],['push'],push yellow cylinder,"[['yellow', 'cylinder']]",[['move']],[['g0']],"[[0.052305407527223846, 0.10221819089701113, 1.0, 0.0755180894273629, 0.0816422394197338, 0.44861809933658975, 0.03348117304209179, 1.0, 0.08056986902098524, 0.12564693132900165]]"
01-05-11-1_0,1,0,01-05,['01-05-02-cyl-y-03'],['push'],push yellow small cylinder,"[['yellow', 'small', 'cylinder']]",[['move']],[['g0']],"[[0.06335043963188959, 0.10708321009151685, 1.0, 0.09405742897969434, 0.09879992557016712, 0.37681749329968045, 0.039098310314613756, 1.0, 0.09746726774975673, 0.12332592436268115]]"
01-05-12-2_0,2,0,01-05,['01-05-02-cyl-y-03'],['push'],push cylinder,[['cylinder']],[['move']],[['g0']],"[[0.06128365989428323, 0.10632551049094892, 1.0, 0.09059825525032063, 0.09578477580654618, 0.39030154108095017, 0.03808234571148142, 1.0, 0.09432760830327097, 0.12329630346219861]]"
01-05-13-3_0,3,0,01-05,['01-05-02-cyl-y-03'],['push'],push yellow solid,"[['yellow', 'solid']]",[['move']],[['g0']],"[[0.054431707184372, 0.10058110901130322, 1.0, 0.08056804428640196, 0.08756661182058713, 0.44507308789094346, 0.03441220080727232, 1.0, 0.084114863239012, 0.11325237576010788]]"
01-05-14-4_0,4,0,01-05,['01-05-02-cyl-y-03'],['push'],push yellow small solid,"[['yellow', 'small', 'solid']]",[['move']],[['g0']],"[[0.06067090630742941, 0.10464237011458619, 1.0, 0.09068662006064034, 0.09675839320540558, 0.39904638928909175, 0.0376831501811137, 1.0, 0.0936080617520571, 0.11690410908967586]]"
01-05-15-0_0,0,0,01-05,['01-05-03-cyl-y-03'],['push'],push yellow cylinder,"[['yellow', 'cylinder']]",[['move']],[['g0']],"[[0.18963116965128218, 0.020874974134246157, 0.03669096436247125, 1.0, 0.18253450585130934, 0.028767443676997555, 0.02551117992008383, 0.18563298516552376, 0.3118311847789153, 0.018525592459170563]]"
01-05-16-1_0,1,0,01-05,['01-05-03-cyl-y-03'],['push'],push yellow small cylinder,"[['yellow', 'small', 'cylinder']]",[['move']],[['g0']],"[[0.18761772793187753, 0.02069887425575751, 0.03630423273562635, 1.0, 0.18556495591785369, 0.02850585886054322, 0.025377867594981868, 0.18436078303564063, 0.313219520304486, 0.018350179363233087]]"
01-05-17-2_0,2,0,01-05,['01-05-03-cyl-y-03'],['push'],push cylinder,[['cylinder']],[['move']],[['g0']],"[[0.12393504670446473, 0.02166778714808089, 0.03821818351785241, 1.0, 0.23507615867383258, 0.030132085231195736, 0.02582497987609425, 0.26639829434738715, 0.2397914919676486, 0.0189559725334436]]"
01-05-18-3_0,3,0,01-05,['01-05-03-cyl-y-03'],['push'],push yellow solid,"[['yellow', 'solid']]",[['move']],[['g0']],"[[0.25211305281691504, 0.013163457249539816, 0.02216302764902789, 1.0, 0.13966722090611658, 0.017747008915126032, 0.017424921119134327, 0.09165926478940904, 0.4344128208984356, 0.011649225656295637]]"
01-05-19-4_0,4,0,01-05,['01-05-03-cyl-y-03'],['push'],push yellow small solid,"[['yellow', 'small', 'solid']]",[['move']],[['g0']],"[[0.17726362837603243, 0.021009292973868072, 0.036897473124470184, 1.0, 0.19325254883225781, 0.02897722087390339, 0.02566360845821635, 0.19470928772717647, 0.30363383600605465, 0.018593103628020462]]"
01-05-20-0_0,0,0,01-05,['01-05-04-cyl-y-10'],['not_applicable'],push yellow cylinder,"[['yellow', 'cylinder']]",[['move']],[['g0']],"[[0.13659957995598113, 0.049699678786788874, 0.057949998281951125, 0.12117428637015085, 1.0, 0.055661646066008444, 0.4026001266460347, 0.13600464604898227, 1.0, 0.04031003784410261]]"
01-05-21-1_0,1,0,01-05,['01-05-04-cyl-y-10'],['not_applicable'],push yellow big cylinder,"[['yellow', 'big', 'cylinder']]",[['move']],[['g0']],"[[0.012990680521441762, 0.006532889155523291, 0.007469019851033594, 0.014092346111474993, 1.0, 0.0073295529056785534, 0.021703042224863633, 0.020928230779364277, 0.9038355436992077, 0.005118694751412204]]"
01-05-22-2_0,2,0,01-05,['01-05-04-cyl-y-10'],['not_applicable'],push cylinder,[['cylinder']],[['move']],[['g0']],"[[0.06024008561464578, 0.03295387280905785, 0.03790591069702992, 0.06963531817241088, 1.0, 0.037330704102708896, 0.08143418589148889, 0.11868673188543992, 0.5362498184521636, 0.0255633723750542]]"
01-05-23-3_0,3,0,01-05,['01-05-04-cyl-y-10'],['not_applicable'],push yellow solid,"[['yellow', 'solid']]",[['move']],[['g0']],"[[0.16323377527772187, 0.05284464859601691, 0.06291247408870612, 0.1405843237945684, 1.0, 0.059869357532404785, 0.3265593516759912, 0.15090043716680596, 1.0, 0.04309563186778469]]"
01-05-24-4_0,4,0,01-05,['01-05-04-cyl-y-10'],['not_applicable'],push yellow big solid,"[['yellow', 'big', 'solid']]",[['move']],[['g0']],"[[0.12264213325282383, 0.06377640103323935, 0.07072234216901202, 0.1265161067538896, 1.0, 0.06998239864388647, 0.3189009453423656, 0.1774012084072744, 1.0, 0.0500584643975087]]"
01-05-25-0_0,0,0,01-05,['01-05-05-sph-g-03'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[0.04309788051913782, 0.18167479749868437, 0.3431740524576986, 0.058994039037614736, 0.0740024847952267, 1.0, 0.03167740675679012, 1.0, 0.06762087871089495, 0.1997584602239528]]"
01-05-26-1_0,1,0,01-05,['01-05-05-sph-g-03'],['not_applicable'],push green small sphere,"[['green', 'small', 'sphere']]",[['move']],[['g0']],"[[0.043254153291728964, 0.2140004035153903, 0.2793655607243873, 0.058611330979783396, 0.07446680070525484, 1.0, 0.032373007212691304, 1.0, 0.06795838514420047, 0.22997035842656358]]"
01-05-27-2_0,2,0,01-05,['01-05-05-sph-g-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.04372116144814397, 0.21300550258322404, 0.2850580845672505, 0.05935809017024444, 0.07558614647969691, 1.0, 0.032693293981002486, 1.0, 0.06873913505627981, 0.22183858571415785]]"
01-05-28-3_0,3,0,01-05,['01-05-05-sph-g-03'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[0.041639051706562, 0.17245114925704508, 0.34912587463272593, 0.05680007491023625, 0.07026432027582301, 1.0, 0.030473596545563354, 1.0, 0.06513006517277013, 0.21411586749927428]]"
01-05-29-4_0,4,0,01-05,['01-05-05-sph-g-03'],['not_applicable'],push green small solid,"[['green', 'small', 'solid']]",[['move']],[['g0']],"[[0.04187097414880958, 0.19257749774467872, 0.2992684775536731, 0.05671511733672565, 0.070753103196461, 1.0, 0.031025330679394884, 1.0, 0.06554685516952487, 0.24224264417073232]]"
01-05-30-0_0,0,0,01-05,['01-05-06-sph-g-03'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[0.1948500445696477, 0.10291931101217358, 0.10970053240700213, 0.1802596425676973, 1.0, 0.10897898504172074, 1.0, 0.2205838297135769, 1.0, 0.08270765468818171]]"
01-05-31-1_0,1,0,01-05,['01-05-06-sph-g-03'],['not_applicable'],push green small sphere,"[['green', 'small', 'sphere']]",[['move']],[['g0']],"[[0.19774143789684184, 0.10223282131922999, 0.10941899788672932, 0.18103735824522835, 1.0, 0.10843877195506386, 1.0, 0.21870434249912718, 1.0, 0.08242627019777939]]"
01-05-32-2_0,2,0,01-05,['01-05-06-sph-g-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.19794628022016753, 0.10180467245100458, 0.10914051060012635, 0.1814595535494772, 1.0, 0.1081254265741309, 1.0, 0.2195000558206629, 1.0, 0.0820235007844306]]"
01-05-33-3_0,3,0,01-05,['01-05-06-sph-g-03'],['not_applicable'],push green solid,"[['green', 'solid']]",[['move']],[['g0']],"[[0.19695057547759287, 0.10181628974662123, 0.10909101458514685, 0.18140818388848706, 1.0, 0.10815092763371544, 1.0, 0.2206819720573413, 1.0, 0.0819010366110953]]"
01-05-34-4_0,4,0,01-05,['01-05-06-sph-g-03'],['not_applicable'],push green small solid,"[['green', 'small', 'solid']]",[['move']],[['g0']],"[[0.19877001947060816, 0.1013943860854609, 0.10891091133710849, 0.1818861120240512, 1.0, 0.10781433360717217, 1.0, 0.21949942251297253, 1.0, 0.08172481496262661]]"
01-05-35-0_0,0,0,01-05,['01-05-07-cyl-y-10'],['push'],push yellow cylinder,"[['yellow', 'cylinder']]",[['move']],[['g0']],"[[0.0652456800838734, 0.1057716727985617, 1.0, 0.10144961389427298, 0.11269836059784266, 0.3681254342662486, 0.040400759798513174, 1.0, 0.10195864016910103, 0.10434983839158642]]"
01-05-36-1_0,1,0,01-05,['01-05-07-cyl-y-10'],['push'],push yellow big cylinder,"[['yellow', 'big', 'cylinder']]",[['move']],[['g0']],"[[0.07399767877985947, 0.10603845914337373, 1.0, 0.11674101471342845, 0.12139892207697041, 0.31462735572816425, 0.043892072066753864, 1.0, 0.11454557653484948, 0.10875892095660036]]"
01-05-37-2_0,2,0,01-05,['01-05-07-cyl-y-10'],['push'],push cylinder,[['cylinder']],[['move']],[['g0']],"[[0.030488831074194405, 0.07155055466004422, 0.27629301027200703, 0.04489333203342533, 0.05809637367781966, 0.3877436188736078, 0.021098879482181875, 1.0, 0.048716849528207616, 0.061118550398512266]]"
01-05-38-3_0,3,0,01-05,['01-05-07-cyl-y-10'],['push'],push yellow solid,"[['yellow', 'solid']]",[['move']],[['g0']],"[[0.06395214514049236, 0.10549361567346593, 0.15087394022502915, 0.0954898021824605, 0.17964661404949805, 0.16920751808933565, 0.04775555340718815, 1.0, 0.11230170166398444, 0.0752791095685458]]"
01-05-39-4_0,4,0,01-05,['01-05-07-cyl-y-10'],['push'],push yellow big solid,"[['yellow', 'big', 'solid']]",[['move']],[['g0']],"[[0.06286315337832038, 0.09852396625902893, 0.17462714096954862, 0.09697391480177395, 0.1611666861310809, 0.1797792671865339, 0.04425008062199048, 1.0, 0.10775791004539605, 0.07405788060632687]]"
01-05-40-0_0,0,0,01-05,['01-05-08-cyl-y-10'],['push'],push yellow cylinder,"[['yellow', 'cylinder']]",[['move']],[['g0']],"[[0.13671032912701586, 0.04861060682615091, 0.05742534621881133, 0.10316528439382543, 0.3226844024532541, 0.053934735992992776, 0.12981523169988599, 0.10559355184524266, 1.0, 0.04206051144282079]]"
01-05-41-1_0,1,0,01-05,['01-05-08-cyl-y-10'],['push'],push yellow big cylinder,"[['yellow', 'big', 'cylinder']]",[['move']],[['g0']],"[[0.0938932179505787, 0.035103758391036945, 0.040216983329432146, 0.07910867484571622, 1.0, 0.03874814749052736, 0.59771339335349, 0.08649558431208562, 1.0, 0.028720240327132995]]"
01-05-42-2_0,2,0,01-05,['01-05-08-cyl-y-10'],['push'],push cylinder,[['cylinder']],[['move']],[['g0']],"[[0.06514544738382703, 0.021742194890967684, 0.025392084219622284, 0.04877348620414964, 0.648281569251144, 0.02406987550163032, 0.09879804806755721, 0.04941671084891195, 1.0, 0.01838058363218996]]"
01-05-43-3_0,3,0,01-05,['01-05-08-cyl-y-10'],['push'],push yellow solid,"[['yellow', 'solid']]",[['move']],[['g0']],"[[0.12768426993450158, 0.04941615050140376, 0.0560213441061938, 0.103397966416929, 1.0, 0.053945702142091434, 0.45783765446781255, 0.11066607969548951, 1.0, 0.041030832735578435]]"
01-05-44-4_0,4,0,01-05,['01-05-08-cyl-y-10'],['push'],push yellow big solid,"[['yellow', 'big', 'solid']]",[['move']],[['g0']],"[[0.06881132370023252, 0.02322356922738078, 0.02708113288125619, 0.0517080928348514, 0.626575485306851, 0.025684911592106653, 0.104745571941404, 0.05253346195972435, 1.0, 0.01963645055619311]]"
01-05-45-0_0,0,0,01-05,['01-05-09-sph-g-03'],['not_applicable'],push green sphere,"[['green', 'sphere']]",[['move']],[['g0']],"[[0.023840925773560173, 0.16885293349042085, 0.07973102510078138, 0.03022189861593001, 0.03770900403096929, 0.15849036532347135, 0.019042006380580057, 0.4449270752084094, 0.03718476607587748, 1.0]]"
01-05-46-1_0,1,0,01-05,['01-05-09-sph-g-03'],['not_applicable'],push green small sphere,"[['green', 'small', 'sphere']]",[['move']],[['g0']],"[[0.0249032339627879, 0.16332090275031572, 0.08351745060968054, 0.03155160005027618, 0.03917375841043225, 0.16098967916695506, 0.019823750213059516, 0.437903524042844, 0.038816100793648806, 1.0]]"
01-05-47-2_0,2,0,01-05,['01-05-09-sph-g-03'],['not_applicable'],push sphere,[['sphere']],[['move']],[['g0']],"[[0.016493781279476143, 0.13018443188856132, 0.058172021039724194, 0.02105141744081245, 0.026418672263312917, 0.13282791007786934, 0.013125881508372588, 0.5759784859854067, 0.025747398516464376, 1.0]]"
